Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1972/12/29,51,56,49,0.02,,
1972/12/30,46,50,42,0.01,,
1972/12/31,45,47,42,0.09,,
1973/1/1,48,51,46,0.11,,
1973/1/2,50,57,44,0,,
1973/1/3,49,54,43,0,,
1973/1/4,52,58,48,0,,
1973/1/5,50,53,48,0.74,,
1973/1/6,51,53,49,0.43,,
1973/1/7,52,61,46,0.05,,
1973/1/8,54,58,51,0,,
1973/1/9,54,60,49,0.02,,
1973/1/10,56,61,54,0.01,,
1973/1/11,55,60,53,0.06,,
1973/1/12,55,60,51,0,,
1973/1/13,56,62,51,0,,
1973/1/14,59,65,57,0.01,,
1973/1/15,63,70,59,0,,
1973/1/16,64,72,58,0,,
1973/1/17,52,62,48,0.62,,
1973/1/18,53,63,46,0.02,,
1973/1/19,54,56,52,0.18,,
1973/1/20,59,65,53,0.64,,
1973/1/21,61,64,58,0.06,,
1973/1/22,62,65,60,0.07,,
1973/1/23,67,71,63,0,,
1973/1/24,59,69,54,0.01,,
1973/1/25,57,65,49,0,,
1973/1/26,58,61,56,0,,
1973/1/27,57,60,54,0.02,,
1973/1/28,55,59,52,0,,
1973/1/29,54,62,50,0,,
1973/1/30,52,63,44,0,,
1973/1/31,55,69,44,0,,
1973/2/1,59,74,49,0.01,,
1973/2/2,66,74,57,0,,
1973/2/3,64,71,58,0,,
1973/2/4,67,77,60,0,,
1973/2/5,67,77,61,0,,
1973/2/6,68,76,62,0,,
1973/2/7,67,75,62,0,,
1973/2/8,60,68,55,0,,
1973/2/9,57,63,53,0,,
1973/2/10,63,73,57,0,,
1973/2/11,64,76,56,0,,
1973/2/12,62,70,55,0,,
1973/2/13,64,69,60,0,,
1973/2/14,58,65,55,0,,
1973/2/15,59,63,56,0,,
1973/2/16,63,71,56,0,,
1973/2/17,69,78,59,0,,
1973/2/18,67,74,61,0.01,,
1973/2/19,67,76,62,0.56,,
1973/2/20,60,69,53,0,,
1973/2/21,61,63,60,0.01,,
1973/2/22,69,74,62,0.01,,
1973/2/23,74,81,70,0,,
1973/2/24,68,74,66,0.04,,
1973/2/25,67,70,63,0,,
1973/2/26,72,78,68,0.01,,
1973/2/27,74,83,69,0,,
1973/2/28,74,80,71,0,,
1973/3/1,75,80,72,0,,
1973/3/2,70,75,66,0,,
1973/3/3,69,71,66,0,,
1973/3/4,69,75,64,0,,
1973/3/5,66,72,62,0.04,,
1973/3/6,67,75,63,0,,
1973/3/7,71,81,67,0,,
1973/3/8,66,71,63,0,,
1973/3/9,69,75,64,0,,
1973/3/10,73,80,68,0,,
1973/3/11,74,82,70,0,,
1973/3/12,75,81,71,0,,
1973/3/13,75,81,69,0,,
1973/3/14,64,73,58,0.02,,
1973/3/15,59,66,54,0.02,,
1973/3/16,59,61,57,0,,
1973/3/17,60,64,57,0,,
1973/3/18,60,61,58,0.02,,
1973/3/19,65,71,60,0,,
1973/3/20,68,75,65,0,,
1973/3/21,69,74,65,0.01,,
1973/3/22,69,77,64,0,,
1973/3/23,71,78,64,0,,
1973/3/24,70,76,66,0,,
1973/3/25,69,79,63,0,,
1973/3/26,69,79,64,0,,
1973/3/27,71,82,61,0,,
1973/3/28,75,82,70,0.04,,
1973/3/29,77,85,69,0,,
1973/3/30,74,82,69,0.37,,
1973/3/31,76,83,69,0.54,,
1973/4/1,79,85,75,0,,
1973/4/2,78,81,74,0,,
1973/4/3,69,80,59,0.71,,
1973/4/4,62,71,52,0,,
1973/4/5,66,72,58,0,,
1973/4/6,67,71,64,0.7,,
1973/4/7,67,70,64,0.47,,
1973/4/8,73,75,69,1.02,,
1973/4/9,76,82,71,0.01,,
1973/4/10,77,81,75,0.05,,
1973/4/11,75,84,65,1.31,,
1973/4/12,65,69,61,0,,
1973/4/13,68,72,63,0.93,,
1973/4/14,72,77,69,0.06,,
1973/4/15,76,83,71,0,,
1973/4/16,78,85,74,0,,
1973/4/17,70,78,63,0,,
1973/4/18,64,67,61,0.07,,
1973/4/19,65,72,62,0.08,,
1973/4/20,71,78,67,1.13,,
1973/4/21,75,83,69,0,,
1973/4/22,72,78,69,1.57,,
1973/4/23,79,89,71,0.25,,
1973/4/24,80,88,75,0,,
1973/4/25,80,86,75,0,,
1973/4/26,78,87,71,1.33,,
1973/4/27,76,83,71,0.11,,
1973/4/28,71,76,69,1.12,,
1973/4/29,75,82,71,0.21,,
1973/4/30,78,85,74,0.1,,
1973/5/1,81,88,75,0,,
1973/5/2,82,89,77,0.04,,
1973/5/3,80,89,72,0.52,,
1973/5/4,76,81,72,0.18,,
1973/5/5,74,77,72,0.02,,
1973/5/6,75,80,71,0.26,,
1973/5/7,82,89,76,0.04,,
1973/5/8,79,88,72,2.1,,
1973/5/9,76,80,72,0.93,,
1973/5/10,75,77,74,0.33,,
1973/5/11,74,76,71,0.03,,
1973/5/12,76,81,72,0.05,,
1973/5/13,76,79,74,2.05,,
1973/5/14,79,86,75,0.3,,
1973/5/15,82,89,76,0.12,,
1973/5/16,83,90,77,0,,
1973/5/17,84,92,77,0,,
1973/5/18,79,86,74,0.12,,
1973/5/19,83,90,79,0.06,,
1973/5/20,81,92,71,2.49,,
1973/5/21,79,88,73,0.29,,
1973/5/22,80,87,73,0.04,,
1973/5/23,82,90,76,0,,
1973/5/24,79,84,77,0.51,,
1973/5/25,77,82,73,0.34,,
1973/5/26,78,87,73,0.39,,
1973/5/27,78,83,74,2.37,,
1973/5/28,77,80,75,0.72,,
1973/5/29,79,87,75,0.11,,
1973/5/30,81,89,76,0.31,,
1973/5/31,83,90,77,0,,
1973/6/1,81,90,76,1.05,,
1973/6/2,83,92,77,0.18,,
1973/6/3,81,90,72,1.06,,
1973/6/4,76,77,73,4.79,,
1973/6/5,77,81,75,0.52,,
1973/6/6,75,79,71,0.04,,
1973/6/7,73,77,69,0.15,,
1973/6/8,77,85,73,0.09,,
1973/6/9,80,87,73,0,,
1973/6/10,79,85,75,0,,
1973/6/11,80,87,75,0,,
1973/6/12,80,88,74,0,,
1973/6/13,80,86,76,0,,
1973/6/14,80,86,75,0,,
1973/6/15,79,86,75,0.03,,
1973/6/16,81,89,77,0.65,,
1973/6/17,83,90,78,0,,
1973/6/18,83,90,79,0.01,,
1973/6/19,83,91,80,0.13,,
1973/6/20,85,92,78,0.06,,
1973/6/21,86,94,78,0,,
1973/6/22,85,94,80,0,,
1973/6/23,87,94,79,0,,
1973/6/24,84,93,79,0,,
1973/6/25,85,93,80,0,,
1973/6/26,82,93,77,0.35,,
1973/6/27,79,85,76,0.2,,
1973/6/28,79,86,73,0.92,,
1973/6/29,78,89,72,0.78,,
1973/6/30,83,90,75,0,,
1973/7/1,83,91,77,0,,
1973/7/2,84,91,77,0,,
1973/7/3,83,92,75,0.84,,
1973/7/4,79,87,76,1.5,,
1973/7/5,81,91,74,2.33,,
1973/7/6,82,91,76,0,,
1973/7/7,80,83,76,0.59,,
1973/7/8,78,84,74,0.68,,
1973/7/9,78,87,74,1.06,,
1973/7/10,80,87,74,0.03,,
1973/7/11,79,87,75,0.17,,
1973/7/12,82,90,75,0,,
1973/7/13,83,90,78,0.05,,
1973/7/14,84,92,76,0,,
1973/7/15,85,94,77,0.44,,
1973/7/16,83,88,76,0.27,,
1973/7/17,79,85,76,0.96,,
1973/7/18,85,91,76,0,,
1973/7/19,84,92,78,0,,
1973/7/20,84,93,77,0.4,,
1973/7/21,82,89,76,0.31,,
1973/7/22,86,93,80,0,,
1973/7/23,83,90,79,0.65,,
1973/7/24,82,89,79,0,,
1973/7/25,82,89,78,0,,
1973/7/26,79,85,74,0.2,,
1973/7/27,82,89,75,1.25,,
1973/7/28,84,90,79,0,,
1973/7/29,84,91,76,0,,
1973/7/30,84,92,76,0,,
1973/7/31,85,92,77,0,,
1973/8/1,85,92,78,0,,
1973/8/2,85,92,77,0,,
1973/8/3,84,92,76,0.61,,
1973/8/4,80,90,72,0.76,,
1973/8/5,81,90,75,0.7,,
1973/8/6,82,91,74,0.04,,
1973/8/7,81,93,75,0.01,,
1973/8/8,82,92,73,0,,
1973/8/9,80,88,73,0.88,,
1973/8/10,81,89,74,0.03,,
1973/8/11,81,85,75,0.24,,
1973/8/12,77,79,74,2.74,,
1973/8/13,79,83,76,2.98,,
1973/8/14,82,89,78,0.06,,
1973/8/15,82,90,78,0,,
1973/8/16,83,90,79,0.16,,
1973/8/17,80,89,76,0.42,,
1973/8/18,82,87,77,0.22,,
1973/8/19,82,90,76,0.14,,
1973/8/20,82,92,77,0.24,,
1973/8/21,83,89,77,0.3,,
1973/8/22,83,92,77,0.36,,
1973/8/23,85,93,79,0.01,,
1973/8/24,83,90,78,0.06,,
1973/8/25,79,87,76,0.63,,
1973/8/26,78,84,77,0.04,,
1973/8/27,82,90,76,0,,
1973/8/28,80,88,74,0.54,,
1973/8/29,81,87,76,0.26,,
1973/8/30,79,82,76,0.51,,
1973/8/31,77,83,74,0.43,,
1973/9/1,77,81,74,1.14,,
1973/9/2,76,78,75,1.3,,
1973/9/3,78,82,75,0.41,,
1973/9/4,81,88,76,0.05,,
1973/9/5,81,91,75,0.31,,
1973/9/6,80,87,73,0.62,,
1973/9/7,80,88,76,0,,
1973/9/8,81,90,77,0.04,,
1973/9/9,81,90,76,0,,
1973/9/10,84,91,77,0,,
1973/9/11,82,90,78,0.34,,
1973/9/12,83,91,76,0,,
1973/9/13,81,89,76,0,,
1973/9/14,81,89,75,0.1,,
1973/9/15,80,88,76,0,,
1973/9/16,82,90,75,0,,
1973/9/17,82,91,76,0,,
1973/9/18,81,90,75,0,,
1973/9/19,78,83,75,0.92,,
1973/9/20,78,87,73,0,,
1973/9/21,80,88,73,0,,
1973/9/22,79,88,74,0.01,,
1973/9/23,80,89,71,0,,
1973/9/24,80,87,71,0,,
1973/9/25,80,89,73,0,,
1973/9/26,79,87,74,0.01,,
1973/9/27,79,87,74,0,,
1973/9/28,79,86,75,0.04,,
1973/9/29,80,87,75,0.25,,
1973/9/30,82,91,74,0,,
1973/10/1,79,86,75,0.53,,
1973/10/2,81,89,75,0,,
1973/10/3,81,90,74,0,,
1973/10/4,82,90,75,0,,
1973/10/5,81,91,76,0,,
1973/10/6,82,91,76,0,,
1973/10/7,78,86,73,0,,
1973/10/8,75,80,70,0,,
1973/10/9,74,81,70,0,,
1973/10/10,74,82,70,0,,
1973/10/11,74,82,70,0,,
1973/10/12,76,84,70,0,,
1973/10/13,77,85,71,0,,
1973/10/14,72,79,69,0,,
1973/10/15,71,80,63,0.04,,
1973/10/16,72,81,66,0,,
1973/10/17,75,84,68,0,,
1973/10/18,69,77,65,0.15,,
1973/10/19,74,81,69,0,,
1973/10/20,77,85,73,0,,
1973/10/21,72,77,70,1.34,,
1973/10/22,73,79,68,0.04,,
1973/10/23,74,82,65,0,,
1973/10/24,72,82,64,0,,
1973/10/25,70,81,62,0,,
1973/10/26,66,72,61,0.12,,
1973/10/27,67,75,61,0,,
1973/10/28,66,76,57,0,,
1973/10/29,63,77,49,0,,
1973/10/30,64,80,54,0,,
1973/10/31,70,81,56,0,,
1973/11/1,71,79,61,0,,
1973/11/2,69,80,59,0,,
1973/11/3,67,78,58,0,,
1973/11/4,66,79,57,0,,
1973/11/5,70,81,56,0,,
1973/11/6,71,78,65,0,,
1973/11/7,69,76,63,0,,
1973/11/8,72,78,67,0,,
1973/11/9,74,84,69,0.02,,
1973/11/10,66,69,62,0.58,,
1973/11/11,63,68,61,0,,
1973/11/12,60,68,55,0,,
1973/11/13,63,74,54,0,,
1973/11/14,67,77,58,0,,
1973/11/15,70,78,62,0,,
1973/11/16,69,78,57,0,,
1973/11/17,70,81,57,0,,
1973/11/18,70,79,64,0,,
1973/11/19,66,77,56,0,,
1973/11/20,66,76,56,0,,
1973/11/21,67,75,58,0,,
1973/11/22,65,74,58,0,,
1973/11/23,63,72,55,0,,
1973/11/24,65,73,57,0,,
1973/11/25,65,71,60,0.01,,
1973/11/26,56,63,54,0.18,,
1973/11/27,58,60,55,0.23,,
1973/11/28,62,69,58,0.04,,
1973/11/29,64,70,60,0,,
1973/11/30,65,72,59,0,,
1973/12/1,59,71,50,0,,
1973/12/2,56,72,46,0,,
1973/12/3,57,74,47,0,,
1973/12/4,59,76,49,0,,
1973/12/5,62,74,54,0,,
1973/12/6,63,71,56,0,,
1973/12/7,58,69,49,0,,
1973/12/8,58,71,46,0,,
1973/12/9,60,72,46,0,,
1973/12/10,57,71,48,0,,
1973/12/11,59,67,50,0,,
1973/12/12,62,68,57,0,,
1973/12/13,59,63,56,0,,
1973/12/14,62,71,56,0,,
1973/12/15,62,70,54,0,,
1973/12/16,59,68,53,0,,
1973/12/17,56,67,49,0,,
1973/12/18,56,71,49,0,,
1973/12/19,55,72,44,0,,
1973/12/20,59,74,48,0,,
1973/12/21,64,74,57,0,,
1973/12/22,54,63,47,0,,
1973/12/23,50,65,36,0,,
1973/12/24,54,61,50,0,,
1973/12/25,47,57,40,0,,
1973/12/26,47,60,38,0,,
1973/12/27,49,65,37,0,,
1973/12/28,56,65,48,0,,
1973/12/29,53,62,44,0,,
1973/12/30,54,64,47,0,,
1973/12/31,54,67,42,0,,
1974/1/1,53,66,41,0,,
1974/1/2,47,67,34,0,,
1974/1/3,48,69,36,0,,
1974/1/4,56,71,43,0,,
1974/1/5,52,70,38,0,,
1974/1/6,51,70,39,0,,
1974/1/7,52,71,40,0,,
1974/1/8,54,70,43,0,,
1974/1/9,61,72,54,0,,
1974/1/10,61,73,51,0,,
1974/1/11,53,60,50,0,,
1974/1/12,52,61,48,0,,
1974/1/13,54,65,44,0,,
1974/1/14,60,71,54,0,,
1974/1/15,57,67,53,0,,
1974/1/16,57,70,49,0,,
1974/1/17,61,74,52,0,,
1974/1/18,55,61,52,0,,
1974/1/19,54,66,49,0,,
1974/1/20,57,68,47,0,,
1974/1/21,63,74,53,0,,
1974/1/22,60,73,50,0,,
1974/1/23,64,77,53,0,,
1974/1/24,61,71,55,0,,
1974/1/25,56,62,51,0,,
1974/1/26,47,53,45,0.39,,
1974/1/27,51,55,47,0.27,,
1974/1/28,59,65,53,0,,
1974/1/29,61,68,56,0,,
1974/1/30,51,58,49,0.01,,
1974/1/31,48,52,46,0,,
1974/2/1,47,50,44,0,,
1974/2/2,47,55,42,0.03,,
1974/2/3,46,50,43,0,,
1974/2/4,51,54,46,0.16,,
1974/2/5,50,55,47,0.29,,
1974/2/6,45,49,42,0,,
1974/2/7,43,50,39,0,,
1974/2/8,44,54,37,0,,
1974/2/9,47,57,38,0,,
1974/2/10,49,58,41,0,,
1974/2/11,50,60,40,0,,
1974/2/12,52,65,45,0,,
1974/2/13,53,69,39,0,,
1974/2/14,60,71,48,0,,
1974/2/15,66,79,60,0,,
1974/2/16,64,80,52,0,,
1974/2/17,66,81,54,0,,
1974/2/18,66,79,55,0,,
1974/2/19,69,75,61,0,,
1974/2/20,69,76,64,0.03,,
1974/2/21,66,72,62,0,,
1974/2/22,65,67,62,0.11,,
1974/2/23,67,72,62,0.06,,
1974/2/24,49,63,44,0.52,,
1974/2/25,42,46,40,0,,
1974/2/26,44,55,36,0,,
1974/2/27,48,59,39,0,,
1974/2/28,51,65,40,0,,
1974/3/1,55,70,43,0,,
1974/3/2,61,72,50,0,,
1974/3/3,63,76,52,0,,
1974/3/4,66,76,56,0,,
1974/3/5,71,81,64,0,,
1974/3/6,71,79,64,0,,
1974/3/7,72,82,62,0,,
1974/3/8,67,75,63,0.05,,
1974/3/9,67,77,61,0,,
1974/3/10,58,65,55,0,,
1974/3/11,54,57,51,0,,
1974/3/12,51,53,50,0.18,,
1974/3/13,53,55,51,0.07,,
1974/3/14,56,60,51,0.63,,
1974/3/15,58,61,56,0,,
1974/3/16,57,61,53,0,,
1974/3/17,58,67,52,0.07,,
1974/3/18,61,71,52,0,,
1974/3/19,60,68,49,0,,
1974/3/20,57,63,55,0.78,,
1974/3/21,61,71,54,0.04,,
1974/3/22,62,74,53,0,,
1974/3/23,65,76,55,0,,
1974/3/24,66,71,62,0,,
1974/3/25,70,76,65,0,,
1974/3/26,62,72,52,0.19,,
1974/3/27,55,65,49,0.1,,
1974/3/28,57,69,45,0,,
1974/3/29,63,73,53,0,,
1974/3/30,69,76,63,0,,
1974/3/31,72,84,64,0,,
1974/4/1,62,74,50,2.5,,
1974/4/2,56,67,49,0.02,,
1974/4/3,62,70,51,0,,
1974/4/4,68,74,62,0.07,,
1974/4/5,72,81,64,0,,
1974/4/6,72,78,68,0,,
1974/4/7,74,80,71,0.03,,
1974/4/8,71,75,69,1.33,,
1974/4/9,70,72,67,0.49,,
1974/4/10,70,76,67,0.1,,
1974/4/11,72,78,68,0.01,,
1974/4/12,72,80,68,0,,
1974/4/13,73,77,70,0,,
1974/4/14,76,85,70,0,,
1974/4/15,77,88,70,0,,
1974/4/16,76,86,66,0,,
1974/4/17,72,78,69,0.11,,
1974/4/18,74,81,66,0,,
1974/4/19,75,83,69,0,,
1974/4/20,76,82,72,0.17,,
1974/4/21,71,80,66,1.55,,
1974/4/22,69,78,63,0.5,,
1974/4/23,71,83,63,0,,
1974/4/24,72,82,62,0,,
1974/4/25,77,87,68,0,,
1974/4/26,78,87,70,0,,
1974/4/27,76,83,70,0,,
1974/4/28,72,79,67,0.9,,
1974/4/29,72,80,61,0,,
1974/4/30,76,84,71,0.13,,
1974/5/1,79,88,75,0.11,,
1974/5/2,74,81,71,1.52,,
1974/5/3,75,81,71,0.03,,
1974/5/4,76,82,71,0.28,,
1974/5/5,81,88,75,0,,
1974/5/6,81,89,76,0,,
1974/5/7,82,89,74,0,,
1974/5/8,81,88,74,0,,
1974/5/9,75,82,70,2.62,,
1974/5/10,73,79,69,0.25,,
1974/5/11,75,82,71,0.13,,
1974/5/12,77,84,72,0,,
1974/5/13,80,88,73,0,,
1974/5/14,80,88,73,0,,
1974/5/15,81,89,74,0,,
1974/5/16,80,87,75,0,,
1974/5/17,81,88,75,0,,
1974/5/18,81,88,75,0,,
1974/5/19,82,91,75,0,,
1974/5/20,83,91,75,0,,
1974/5/21,82,90,74,0,,
1974/5/22,80,90,72,0,,
1974/5/23,81,91,72,0,,
1974/5/24,83,92,76,0,,
1974/5/25,80,87,74,1.39,,
1974/5/26,81,89,75,0,,
1974/5/27,82,89,76,0.1,,
1974/5/28,83,88,77,0,,
1974/5/29,83,89,78,0.02,,
1974/5/30,83,89,78,0,,
1974/5/31,81,87,77,0,,
1974/6/1,82,90,75,0.01,,
1974/6/2,81,90,77,0.8,,
1974/6/3,82,91,74,1.54,,
1974/6/4,75,77,73,0.05,,
1974/6/5,80,89,74,0.03,,
1974/6/6,79,87,72,0,,
1974/6/7,78,86,70,0.02,,
1974/6/8,81,88,75,0.11,,
1974/6/9,81,88,77,0.14,,
1974/6/10,83,92,75,0,,
1974/6/11,83,94,76,0.06,,
1974/6/12,83,87,78,0.09,,
1974/6/13,82,88,75,0.57,,
1974/6/14,80,87,75,0.68,,
1974/6/15,81,88,77,0.07,,
1974/6/16,81,88,75,0.63,,
1974/6/17,83,90,78,0.08,,
1974/6/18,79,86,74,0.52,,
1974/6/19,81,88,74,0.46,,
1974/6/20,82,89,77,0.22,,
1974/6/21,79,86,75,1.07,,
1974/6/22,79,85,75,0.45,,
1974/6/23,77,82,76,0.8,,
1974/6/24,79,82,75,0.07,,
1974/6/25,79,85,75,0.26,,
1974/6/26,79,83,75,1.51,,
1974/6/27,81,88,78,0.72,,
1974/6/28,80,89,75,0.24,,
1974/6/29,83,90,76,0,,
1974/6/30,82,90,76,0,,
1974/7/1,82,91,76,0,,
1974/7/2,81,91,74,0.25,,
1974/7/3,82,91,75,0.02,,
1974/7/4,82,91,76,0.37,,
1974/7/5,84,93,75,0,,
1974/7/6,85,94,79,0,,
1974/7/7,85,92,79,0,,
1974/7/8,85,92,79,0,,
1974/7/9,85,92,78,0,,
1974/7/10,84,92,75,0,,
1974/7/11,85,94,78,0,,
1974/7/12,83,92,73,1.05,,
1974/7/13,81,87,76,0.34,,
1974/7/14,81,86,75,0.14,,
1974/7/15,85,92,79,0,,
1974/7/16,84,92,79,0,,
1974/7/17,84,90,80,0,,
1974/7/18,80,84,72,1.41,,
1974/7/19,78,83,74,0.57,,
1974/7/20,81,87,74,1.78,,
1974/7/21,83,92,74,0.26,,
1974/7/22,78,85,75,1.13,,
1974/7/23,79,86,74,0.94,,
1974/7/24,82,87,74,0.02,,
1974/7/25,82,89,77,0,,
1974/7/26,82,90,76,0,,
1974/7/27,83,91,75,0,,
1974/7/28,82,90,75,0,,
1974/7/29,83,90,75,0,,
1974/7/30,83,91,76,0,,
1974/7/31,84,91,77,0,,
1974/8/1,83,91,76,0,,
1974/8/2,84,91,77,0,,
1974/8/3,83,91,76,0,,
1974/8/4,83,93,78,0,,
1974/8/5,84,92,77,0,,
1974/8/6,85,93,76,0,,
1974/8/7,85,93,78,0,,
1974/8/8,86,93,77,0,,
1974/8/9,86,95,78,0,,
1974/8/10,87,97,79,0,,
1974/8/11,87,96,78,0,,
1974/8/12,82,90,77,0.63,,
1974/8/13,84,91,79,0.05,,
1974/8/14,80,88,75,0.66,,
1974/8/15,84,92,77,0,,
1974/8/16,85,93,76,0,,
1974/8/17,85,93,78,0,,
1974/8/18,84,93,77,0,,
1974/8/19,85,95,78,0,,
1974/8/20,87,96,80,0,,
1974/8/21,88,97,81,0,,
1974/8/22,83,90,76,0.36,,
1974/8/23,84,94,79,0,,
1974/8/24,83,92,78,0.38,,
1974/8/25,82,88,76,0,,
1974/8/26,80,89,73,0,,
1974/8/27,82,90,76,0,,
1974/8/28,82,91,76,0,,
1974/8/29,81,90,72,0,,
1974/8/30,76,81,71,0.2,,
1974/8/31,71,73,70,1.65,,
1974/9/1,76,83,71,0.03,,
1974/9/2,79,89,73,0,,
1974/9/3,80,87,75,0.34,,
1974/9/4,82,91,76,0.03,,
1974/9/5,82,92,75,0.16,,
1974/9/6,81,85,77,0,,
1974/9/7,78,87,76,0.54,,
1974/9/8,81,91,74,0,,
1974/9/9,82,89,77,0.01,,
1974/9/10,80,87,76,0,,
1974/9/11,82,90,75,0,,
1974/9/12,81,90,74,0,,
1974/9/13,80,90,72,0,,
1974/9/14,83,92,74,0,,
1974/9/15,83,90,77,0,,
1974/9/16,82,90,76,0,,
1974/9/17,79,88,76,0.33,,
1974/9/18,81,88,75,0.61,,
1974/9/19,79,86,73,0.15,,
1974/9/20,78,86,73,0.06,,
1974/9/21,80,88,76,0,,
1974/9/22,81,89,74,0,,
1974/9/23,80,89,72,1.86,,
1974/9/24,80,89,73,1.06,,
1974/9/25,79,88,74,0.31,,
1974/9/26,81,90,73,0,,
1974/9/27,82,92,75,0,,
1974/9/28,82,92,75,0,,
1974/9/29,83,91,76,0,,
1974/9/30,83,91,75,0,,
1974/10/1,82,92,76,0,,
1974/10/2,82,91,75,0,,
1974/10/3,82,90,73,0,,
1974/10/4,81,90,75,0,,
1974/10/5,82,91,76,0,,
1974/10/6,82,91,74,0,,
1974/10/7,81,90,75,0,,
1974/10/8,82,91,76,0,,
1974/10/9,78,85,71,1.19,,
1974/10/10,77,84,71,0,,
1974/10/11,76,84,69,0,,
1974/10/12,73,78,67,0,,
1974/10/13,76,82,71,0,,
1974/10/14,76,84,72,0,,
1974/10/15,78,87,70,0.04,,
1974/10/16,80,87,74,0,,
1974/10/17,81,89,73,0,,
1974/10/18,76,84,70,0.45,,
1974/10/19,66,75,63,1.61,,
1974/10/20,67,69,63,2.05,,
1974/10/21,69,72,67,0.45,,
1974/10/22,71,75,69,0,,
1974/10/23,68,75,63,0,,
1974/10/24,68,78,60,0,,
1974/10/25,72,80,64,0,,
1974/10/26,78,85,70,0,,
1974/10/27,80,87,72,0,,
1974/10/28,76,82,70,0,,
1974/10/29,71,75,67,0,,
1974/10/30,64,72,61,0.54,,
1974/10/31,63,69,61,0.19,,
1974/11/1,66,72,60,0.61,,
1974/11/2,71,80,62,0,,
1974/11/3,72,80,65,0,,
1974/11/4,71,75,68,0.41,,
1974/11/5,75,85,70,0,,
1974/11/6,77,86,70,0,,
1974/11/7,77,87,67,0,,
1974/11/8,77,85,69,0,,
1974/11/9,78,83,74,0,,
1974/11/10,67,77,62,0.29,,
1974/11/11,62,64,60,0.2,,
1974/11/12,61,65,58,0.41,,
1974/11/13,60,65,57,0.05,,
1974/11/14,63,71,60,0,,
1974/11/15,62,65,58,0,,
1974/11/16,63,70,60,0.02,,
1974/11/17,60,64,58,0,,
1974/11/18,60,67,55,0,,
1974/11/19,62,68,59,0,,
1974/11/20,65,74,56,0,,
1974/11/21,63,77,52,0,,
1974/11/22,60,76,51,0,,
1974/11/23,63,75,53,0,,
1974/11/24,63,75,54,0,,
1974/11/25,62,75,52,0,,
1974/11/26,63,72,58,0,,
1974/11/27,59,75,50,0,,
1974/11/28,61,78,49,0,,
1974/11/29,63,80,52,0,,
1974/11/30,66,78,57,0.1,,
1974/12/1,73,78,67,0,,
1974/12/2,73,76,71,0.99,,
1974/12/3,67,74,64,0.03,,
1974/12/4,63,70,60,0,,
1974/12/5,62,69,58,0,,
1974/12/6,56,64,51,0,,
1974/12/7,54,62,50,0,,
1974/12/8,63,74,54,0,,
1974/12/9,65,75,58,0,,
1974/12/10,63,72,59,0,,
1974/12/11,55,62,50,0,,
1974/12/12,55,62,48,0,,
1974/12/13,55,60,51,0.1,,
1974/12/14,50,57,48,0.02,,
1974/12/15,51,57,47,0.02,,
1974/12/16,58,68,51,0,,
1974/12/17,64,74,58,0,,
1974/12/18,53,60,49,0,,
1974/12/19,53,61,48,0,,
1974/12/20,51,55,47,0,,
1974/12/21,55,62,49,0,,
1974/12/22,58,68,54,0,,
1974/12/23,57,72,46,0,,
1974/12/24,65,71,57,0,,
1974/12/25,55,65,51,0.31,,
1974/12/26,56,60,52,0.04,,
1974/12/27,59,62,54,0,,
1974/12/28,63,69,59,0.07,,
1974/12/29,64,67,61,0,,
1974/12/30,62,67,59,0.13,,
1974/12/31,65,71,61,0,,
1975/1/1,63,71,57,0,,
1975/1/2,55,65,51,0,,
1975/1/3,54,62,49,0,,
1975/1/4,53,61,47,0,,
1975/1/5,53,62,46,0,,
1975/1/6,55,58,52,0.04,,
1975/1/7,56,59,53,0.07,,
1975/1/8,61,64,57,0.11,,
1975/1/9,62,69,58,0.09,,
1975/1/10,60,68,53,0,,
1975/1/11,58,62,56,0,,
1975/1/12,53,58,48,0.04,,
1975/1/13,57,62,54,0,,
1975/1/14,57,58,55,0.85,,
1975/1/15,62,69,57,0.31,,
1975/1/16,57,64,51,0,,
1975/1/17,54,61,47,0,,
1975/1/18,55,60,50,0,,
1975/1/19,51,55,47,0.15,,
1975/1/20,51,54,48,0.25,,
1975/1/21,51,54,49,0.34,,
1975/1/22,49,60,42,0,,
1975/1/23,52,65,40,0,,
1975/1/24,62,74,51,0,,
1975/1/25,65,79,56,0,,
1975/1/26,66,76,57,0,,
1975/1/27,57,69,54,0.29,,
1975/1/28,54,66,46,0,,
1975/1/29,58,65,49,0,,
1975/1/30,58,60,56,0.17,,
1975/1/31,62,65,58,0.03,,
1975/2/1,67,72,63,0,,
1975/2/2,71,79,67,0,,
1975/2/3,71,76,67,0,,
1975/2/4,73,81,69,0,,
1975/2/5,71,76,70,0,,
1975/2/6,71,75,69,0,,
1975/2/7,59,71,53,0.19,,
1975/2/8,49,54,48,0.16,,
1975/2/9,49,51,46,0.06,,
1975/2/10,53,59,48,0,,
1975/2/11,50,58,47,0.36,,
1975/2/12,52,56,49,0.36,,
1975/2/13,54,57,51,1.98,,
1975/2/14,59,68,51,0.04,,
1975/2/15,57,62,55,0,,
1975/2/16,56,65,51,0.11,,
1975/2/17,60,67,53,0,,
